BLEU-1,BLEU-2,BLEU-3,BLEU-4,METEOR,ROUGE-1,ROUGE-2,ROUGE-L,CIDEr,Overall_BLEU-1,Overall_BLEU-2,Overall_BLEU-3,Overall_BLEU-4,Overall_METEOR,Overall_ROUGE-1,Overall_ROUGE-2,Overall_ROUGE-L
49.41,41.30,36.07,32.47,41.50,56.29,39.48,40.97,0.20,51.88,43.19,37.62,33.80,41.50,56.29,39.48,40.97
